rec_device_id,channel,timestamp,value
1,10,2023-12-18 06:23:17.124269883,24.696612023610655
2,8,2023-12-18 06:23:17.130271084,25.29172197680036
2,8,2023-12-18 06:23:17.136272284,48.925657764238444
3,8,2023-12-18 06:23:17.142273484,42.98618736765002
2,8,2023-12-18 06:23:17.148274684,24.48665039279618
1,12,2023-12-18 06:23:17.154275884,48.312675090156134
3,10,2023-12-18 06:23:17.160277085,27.32803506244405
2,12,2023-12-18 06:23:17.166278285,33.42437129123766
2,12,2023-12-18 06:23:17.172279485,30.55960796884029
1,8,2023-12-18 06:23:17.178280685,47.67302587917713
3,8,2023-12-18 06:23:17.184281886,20.594985933196796
2,8,2023-12-18 06:23:17.190283086,28.968815610522093
3,12,2023-12-18 06:23:17.196284286,21.330678048174423
2,8,2023-12-18 06:23:17.202285486,27.670063186454264
3,14,2023-12-18 06:23:17.208286687,21.7097034473246
3,14,2023-12-18 06:23:17.214287887,32.70802746039873
2,14,2023-12-18 06:23:17.220289087,41.005878204356776
3,14,2023-12-18 06:23:17.226290287,41.45130464606711
1,12,2023-12-18 06:23:17.232291488,49.4461167408795
2,14,2023-12-18 06:23:17.238292688,25.46209432006993
2,8,2023-12-18 06:23:17.244293888,45.33960748690055
2,10,2023-12-18 06:23:17.250295088,33.84724878299523
3,10,2023-12-18 06:23:17.256296289,40.37839823703719
3,10,2023-12-18 06:23:17.262297489,23.197140474033247
2,8,2023-12-18 06:23:17.268298689,45.48727570740306
1,12,2023-12-18 06:23:17.274299889,44.79188776318148
1,10,2023-12-18 06:23:17.280301090,46.940517415724116
3,14,2023-12-18 06:23:17.286302290,25.44458877763175
1,12,2023-12-18 06:23:17.292303490,34.03285004909492
3,14,2023-12-18 06:23:17.298304690,36.56820133511089
1,8,2023-12-18 06:23:17.304305890,29.502358474377388
2,8,2023-12-18 06:23:17.310307091,33.43218614209407
3,14,2023-12-18 06:23:17.316308291,36.06842598072187
3,14,2023-12-18 06:23:17.322309491,43.394375526008616
1,8,2023-12-18 06:23:17.328310691,27.0915371802737
1,12,2023-12-18 06:23:17.334311892,23.229327643498394
1,10,2023-12-18 06:23:17.340313092,49.699875544892635
3,8,2023-12-18 06:23:17.346314292,40.07993410888258
3,14,2023-12-18 06:23:17.352315492,28.57218778711747
3,12,2023-12-18 06:23:17.358316693,41.483680799199334
3,14,2023-12-18 06:23:17.364317893,35.62216351474155
3,14,2023-12-18 06:23:17.370319093,35.958437043391875
2,10,2023-12-18 06:23:17.376320293,43.634031261509335
3,10,2023-12-18 06:23:17.382321494,25.604241536074706
2,14,2023-12-18 06:23:17.388322694,25.019460493776258
3,10,2023-12-18 06:23:17.394323894,38.20585894304341
3,8,2023-12-18 06:23:17.400325094,32.43741448607811
3,12,2023-12-18 06:23:17.406326295,29.686684068381485
3,12,2023-12-18 06:23:17.412327495,21.381078206069088
3,14,2023-12-18 06:23:17.418328695,43.060792656399286
1,8,2023-12-18 06:23:17.424329895,21.63448090373584
1,12,2023-12-18 06:23:17.430331096,43.935220270874616
3,12,2023-12-18 06:23:17.436332296,36.964953005105755
1,12,2023-12-18 06:23:17.442333496,33.409354523022444
2,8,2023-12-18 06:23:17.448334696,48.24834961182192
3,12,2023-12-18 06:23:17.454335896,22.304910755543304
3,14,2023-12-18 06:23:17.460337097,21.487712976414574
3,14,2023-12-18 06:23:17.466338297,38.60075268132025
1,14,2023-12-18 06:23:17.472339497,34.68454228205047
2,8,2023-12-18 06:23:17.478340697,45.23969621207064
3,10,2023-12-18 06:23:17.484341898,44.976889731302336
1,14,2023-12-18 06:23:17.490343098,40.43434225031106
1,12,2023-12-18 06:23:17.496344298,28.154877054722295
2,14,2023-12-18 06:23:17.502345498,46.7016359814897
3,14,2023-12-18 06:23:17.508346699,25.28584975033764
1,14,2023-12-18 06:23:17.514347899,45.39865969551113
2,12,2023-12-18 06:23:17.520349099,22.872244473384185
3,8,2023-12-18 06:23:17.526350299,33.6020409222243
3,8,2023-12-18 06:23:17.532351500,28.662198975422875
3,10,2023-12-18 06:23:17.538352700,39.307836289669595
2,8,2023-12-18 06:23:17.544353900,22.041803997783298
3,12,2023-12-18 06:23:17.550355100,40.62158127134286
2,8,2023-12-18 06:23:17.556356301,30.217334194490363
2,8,2023-12-18 06:23:17.562357501,27.26804453782268
3,14,2023-12-18 06:23:17.568358701,40.57949242848953
3,12,2023-12-18 06:23:17.574359901,33.65573520820122
1,10,2023-12-18 06:23:17.580361102,37.57315956328672
2,10,2023-12-18 06:23:17.586362302,49.50774996066738
2,12,2023-12-18 06:23:17.592363502,49.143717913383185
2,14,2023-12-18 06:23:17.598364702,27.06904383152211
1,8,2023-12-18 06:23:17.604365902,31.331963499780265
3,8,2023-12-18 06:23:17.610367103,40.92810506607318
1,8,2023-12-18 06:23:17.616368303,30.002033983651767
3,10,2023-12-18 06:23:17.622369503,42.07820900894268
3,8,2023-12-18 06:23:17.628370703,40.081500099942176
3,14,2023-12-18 06:23:17.634371904,36.583732931532694
2,8,2023-12-18 06:23:17.640373104,35.77643442708482
2,14,2023-12-18 06:23:17.646374304,22.01350258583437
3,12,2023-12-18 06:23:17.652375504,46.175780813185554
2,14,2023-12-18 06:23:17.658376705,49.830625982361454
2,14,2023-12-18 06:23:17.664377905,49.22009805256057
3,12,2023-12-18 06:23:17.670379105,45.864441687969766
2,14,2023-12-18 06:23:17.676380305,33.9359952250808
3,10,2023-12-18 06:23:17.682381506,45.288401996956836
1,8,2023-12-18 06:23:17.688382706,48.08648816756218
2,14,2023-12-18 06:23:17.694383906,28.39166169689613
2,12,2023-12-18 06:23:17.700385106,43.71014223908902
1,12,2023-12-18 06:23:17.706386307,31.468132266093285
3,14,2023-12-18 06:23:17.712387507,26.307607753546385
3,12,2023-12-18 06:23:17.718388707,27.7177369723684
1,12,2023-12-18 06:23:17.724389907,35.96607435668106
1,14,2023-12-18 06:23:17.730391108,33.739296712179126
2,10,2023-12-18 06:23:17.736392308,28.911371305691528
2,14,2023-12-18 06:23:17.742393508,23.188406460503817
2,10,2023-12-18 06:23:17.748394708,26.267682987382557
1,8,2023-12-18 06:23:17.754395908,45.721366505305035
2,14,2023-12-18 06:23:17.760397109,42.87664026802396
2,10,2023-12-18 06:23:17.766398309,35.62072660505488
3,8,2023-12-18 06:23:17.772399509,47.57511380226083
1,8,2023-12-18 06:23:17.778400709,29.111542203867067
3,14,2023-12-18 06:23:17.784401910,45.23797214620171
1,14,2023-12-18 06:23:17.790403110,48.205480152571624
1,12,2023-12-18 06:23:17.796404310,48.69880557821232
1,8,2023-12-18 06:23:17.802405510,26.00520808146502
1,8,2023-12-18 06:23:17.808406711,35.63802637850948
1,12,2023-12-18 06:23:17.814407911,30.61216774640955
2,8,2023-12-18 06:23:17.820409111,27.65657611124489
2,12,2023-12-18 06:23:17.826410311,33.35723267361048
2,12,2023-12-18 06:23:17.832411512,26.71381011353555
2,14,2023-12-18 06:23:17.838412712,44.44332167368698
1,12,2023-12-18 06:23:17.844413912,24.226258044354168
3,12,2023-12-18 06:23:17.850415112,39.92865668720748
2,10,2023-12-18 06:23:17.856416313,45.77882018860659
1,12,2023-12-18 06:23:17.862417513,48.689126017177934
3,10,2023-12-18 06:23:17.868418713,37.721139136740184
3,8,2023-12-18 06:23:17.874419913,44.97221876549946
2,12,2023-12-18 06:23:17.880421114,39.69895373766272
1,10,2023-12-18 06:23:17.886422314,38.815842440098905
2,10,2023-12-18 06:23:17.892423514,26.609465065556726
2,12,2023-12-18 06:23:17.898424714,22.52739658093355
2,8,2023-12-18 06:23:17.904425914,44.4909289132885
2,10,2023-12-18 06:23:17.910427115,45.24870347913105
